n_items,observed_human_rho,observed_null_rho,observed_diff,boot_mean_diff,boot_std_diff,ci95_low,ci95_high,p_boot_le_zero,p_boot_ge_zero,n_boot,ci_excludes_zero,max_target_value_diff_between_inputs,observer,human_label,null_label,control,metric,n_human_files,n_null_files,analysis
36,0.5369906252207872,0.4756938536128509,0.06129677160793634,0.06113091177992301,0.1132494732276821,-0.15883839401364555,0.289640204857389,0.2978,0.7028,5000,False,0.0,gpt2,Surprise,Surprise_surfacepool,matchedctrl,v_pref_struct,5,5,same_form_prefcontrast_item_bootstrap
