target,domain_variant,control_variant,generic_metric,pool_target,supervised_metric,analysis,n_pairs,observed_mean_generic_rho,observed_mean_supervised_rho,observed_mean_diff,boot_mean,boot_std,ci95_low,ci95_high,p_boot_le_zero,p_boot_ge_zero,n_boot,ci_excludes_zero
Surprise,accessible,matchedctrl,v_struct,Surprise,v_pref_struct,domain_contrast_summary,45,-0.29356346010271483,0.4176164502616338,0.7111799103643487,0.6939238530103652,0.17725074376957803,0.32972826800638816,1.0215412538859316,0.0,1.0,5000,True
Surprise,accessible,wordctrl,v_struct,Surprise,v_pref_struct,domain_contrast_summary,45,0.07619171540902457,0.4176164502616338,0.3414247348526092,0.3315520618147247,0.20952306064738424,-0.07293416135115399,0.7420764959321079,0.0532,0.9468,5000,False
Surprise,formal,matchedctrl,v_struct,Surprise,v_pref_struct,domain_contrast_summary,45,-0.4429850721245824,0.4176164502616338,0.860601522386216,0.8367858772711794,0.15494814228693474,0.5112034204030314,1.119031943665678,0.0,1.0,5000,True
Surprise,formal,wordctrl,v_struct,Surprise,v_pref_struct,domain_contrast_summary,45,0.016440240564313476,0.4176164502616338,0.4011762096973203,0.389798418934935,0.19745753442725753,0.009219586514753199,0.7794156192582151,0.021,0.979,5000,True
