analysis,target,domain_variant,control_variant,generic_seed,generic_d_n,generic_metric,generic_source_file,pool_target,eval_target,fold_seed,supervised_seed,supervised_d_n,supervised_metric,supervised_source_file,n_items,observed_generic_rho,observed_supervised_rho,observed_diff
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed17_dn8.csv,36,-0.3296208407845694,0.38949337631770403,0.7191142171022734
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed18_dn8.csv,36,-0.3296208407845694,0.24013393283719603,0.5697547736217654
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed19_dn8.csv,36,-0.3296208407845694,0.3424966548777166,0.672117495662286
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed17_dn8.csv,36,-0.3296208407845694,0.3812528552980898,0.7108736960826592
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed18_dn8.csv,36,-0.3296208407845694,0.242837853796757,0.5724586945813264
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed19_dn8.csv,36,-0.3296208407845694,0.303096663752686,0.6327175045372554
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed202_seed17_dn8.csv,36,-0.3296208407845694,0.43262735352974735,0.7622481943143167
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed202_seed18_dn8.csv,36,-0.3296208407845694,0.4382927117307321,0.7679135525153015
domain_contrast,Creativity,formal,matchedctrl,17,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,Creativity,Creativity,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed202_seed19_dn8.csv,36,-0.3296208407845694,0.2952424171558662,0.6248632579404356
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed17_dn8.csv,36,-0.36438553883606695,0.38949337631770403,0.753878915153771
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed18_dn8.csv,36,-0.36438553883606695,0.24013393283719603,0.6045194716732629
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed19_dn8.csv,36,-0.36438553883606695,0.3424966548777166,0.7068821937137835
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed17_dn8.csv,36,-0.36438553883606695,0.3812528552980898,0.7456383941341567
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed18_dn8.csv,36,-0.36438553883606695,0.242837853796757,0.6072233926328239
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,123,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed19_dn8.csv,36,-0.36438553883606695,0.303096663752686,0.667482202588753
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,202,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed202_seed17_dn8.csv,36,-0.36438553883606695,0.43262735352974735,0.7970128923658143
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,202,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed202_seed18_dn8.csv,36,-0.36438553883606695,0.4382927117307321,0.8026782505667991
domain_contrast,Creativity,formal,matchedctrl,18,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,Creativity,Creativity,202,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed202_seed19_dn8.csv,36,-0.36438553883606695,0.2952424171558662,0.6596279559919331
domain_contrast,Creativity,formal,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32.csv,Creativity,Creativity,101,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed17_dn8.csv,36,-0.3609090690309172,0.38949337631770403,0.7504024453486212
domain_contrast,Creativity,formal,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32.csv,Creativity,Creativity,101,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed18_dn8.csv,36,-0.3609090690309172,0.24013393283719603,0.6010430018681132
domain_contrast,Creativity,formal,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32.csv,Creativity,Creativity,101,19,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed101_seed19_dn8.csv,36,-0.3609090690309172,0.3424966548777166,0.7034057239086338
domain_contrast,Creativity,formal,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32.csv,Creativity,Creativity,123,17,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed17_dn8.csv,36,-0.3609090690309172,0.3812528552980898,0.742161924329007
domain_contrast,Creativity,formal,matchedctrl,19,32,v_struct,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32.csv,Creativity,Creativity,123,18,8,v_pref_struct,vscore_distilgpt2_kfold_surface_poolCreativity_evalCreativity_foldseed123_seed18_dn8.csv,36,-0.3609090690309172,0.242837853796757,0.6037469228276742
