n_items,observed_human_rho,observed_null_rho,observed_diff,boot_mean_diff,boot_std_diff,ci95_low,ci95_high,p_boot_le_zero,p_boot_ge_zero,n_boot,ci_excludes_zero,max_target_value_diff_between_inputs,observer,human_label,null_label,control,metric,n_human_files,n_null_files,analysis
36,0.518318289331815,0.48135994174467694,0.03695834758713806,0.03659946336727678,0.11135893896791298,-0.17933423781368504,0.25447220086955624,0.3634,0.6374,5000,False,0.0,distilgpt2,Surprise,Surprise_surfacepool,matchedctrl,v_pref_struct,5,5,same_form_prefcontrast_item_bootstrap
